序号,城市,时间,AQI指数,空气质量级别,首要污染物
1,北京市,2015-06-15 00:00,85,良,PM2.5
2,天津市,2015-06-15 00:00,79,良,PM2.5
3,石家庄市,2015-06-15 00:00,108,轻度污染,PM2.5
4,唐山市,2015-06-15 00:00,117,轻度污染,PM2.5
5,秦皇岛市,2015-06-15 00:00,61,良,PM10
6,邯郸市,2015-06-15 00:00,81,良,PM10
7,邢台市,2015-06-15 00:00,68,良,PM10
8,保定市,2015-06-15 00:00,104,轻度污染,PM10
9,承德市,2015-06-15 00:00,47,优,None
10,沧州市,2015-06-15 00:00,72,良,PM2.5
11,廊坊市,2015-06-15 00:00,74,良,PM2.5
12,衡水市,2015-06-15 00:00,96,良,PM10
13,张家口市,2015-06-15 00:00,66,良,PM10
14,太原市,2015-06-15 00:00,81,良,PM10
15,大同市,2015-06-15 00:00,47,优,None
16,阳泉市,2015-06-15 00:00,76,良,PM10
17,长治市,2015-06-15 00:00,75,良,PM2.5
18,晋城市,2015-06-15 00:00,89,良,PM10
19,朔州市,2015-06-15 00:00,61,良,PM10
20,晋中市,2015-06-15 00:00,61,良,PM10
21,运城市,2015-06-15 00:00,88,良,PM2.5
22,忻州市,2015-06-15 00:00,49,优,None
23,临汾市,2015-06-15 00:00,56,良,PM10
24,吕梁市,2015-06-15 00:00,112,轻度污染,PM2.5
25,呼和浩特市,2015-06-15 00:00,98,良,PM10
26,包头市,2015-06-15 00:00,62,良,PM10
27,乌海市,2015-06-15 00:00,76,良,PM10
28,赤峰市,2015-06-15 00:00,87,良,PM10
29,通辽市,2015-06-15 00:00,121,轻度污染,PM10
30,鄂尔多斯市,2015-06-15 00:00,69,良,PM10
31,呼伦贝尔市,2015-06-15 00:00,52,良,PM2.5
32,巴彦淖尔市,2015-06-15 00:00,60,良,PM10
33,乌兰察布市,2015-06-15 00:00,46,优,None
34,兴安盟,2015-06-15 00:00,63,良,PM10
35,锡林郭勒盟,2015-06-15 00:00,61,良,PM10
36,阿拉善盟,2015-06-15 00:00,88,良,O3
37,沈阳市,2015-06-15 00:00,88,良,PM10
38,大连市,2015-06-15 00:00,51,良,PM10
39,瓦房店市,2015-06-15 00:00,59,良,PM2.5
40,鞍山市,2015-06-15 00:00,61,良,PM10
41,抚顺市,2015-06-15 00:00,57,良,PM10
42,本溪市,2015-06-15 00:00,87,良,PM2.5
43,丹东市,2015-06-15 00:00,137,轻度污染,PM2.5
44,锦州市,2015-06-15 00:00,107,轻度污染,PM2.5
45,营口市,2015-06-15 00:00,41,优,None
46,阜新市,2015-06-15 00:00,67,良,PM10
47,辽阳市,2015-06-15 00:00,81,良,PM10
48,盘锦市,2015-06-15 00:00,46,优,None
49,铁岭市,2015-06-15 00:00,59,良,PM10
50,朝阳市,2015-06-15 00:00,79,良,PM10
51,葫芦岛市,2015-06-15 00:00,62,良,PM2.5
52,长春市,2015-06-15 00:00,103,轻度污染,PM10
53,吉林市,2015-06-15 00:00,59,良,PM10
54,四平市,2015-06-15 00:00,97,良,PM10
55,辽源市,2015-06-15 00:00,46,优,None
56,通化市,2015-06-15 00:00,74,良,PM10
57,白山市,2015-06-15 00:00,64,良,PM2.5
58,松原市,2015-06-15 00:00,89,良,PM10
59,白城市,2015-06-15 00:00,54,良,PM10
60,延边州,2015-06-15 00:00,26,优,None
61,哈尔滨市,2015-06-15 00:00,56,良,PM10
62,齐齐哈尔市,2015-06-15 00:00,41,优,None
63,鸡西市,2015-06-15 00:00,55,良,PM10
64,鹤岗市,2015-06-15 00:00,48,优,None
65,双鸭山市,2015-06-15 00:00,55,良,PM10
66,大庆市,2015-06-15 00:00,43,优,None
67,伊春市,2015-06-15 00:00,50,优,None
68,佳木斯市,2015-06-15 00:00,34,优,None
69,七台河市,2015-06-15 00:00,32,优,None
70,牡丹江市,2015-06-15 00:00,67,良,PM10
71,黑河市,2015-06-15 00:00,40,优,None
72,绥化市,2015-06-15 00:00,42,优,None
73,大兴安岭地区,2015-06-15 00:00,55,良,PM10
74,上海市,2015-06-15 00:00,75,良,PM2.5
75,南京市,2015-06-15 00:00,99,良,PM10
76,无锡市,2015-06-15 00:00,68,良,PM10
77,江阴市,2015-06-15 00:00,147,轻度污染,PM2.5
78,宜兴市,2015-06-15 00:00,42,优,None
79,徐州市,2015-06-15 00:00,82,良,PM10
80,常州市,2015-06-15 00:00,74,良,PM10
81,溧阳市,2015-06-15 00:00,67,良,PM10
82,金坛市,2015-06-15 00:00,56,良,PM10
83,苏州市,2015-06-15 00:00,67,良,PM2.5
84,常熟市,2015-06-15 00:00,144,轻度污染,PM2.5
85,张家港市,2015-06-15 00:00,160,中度污染,PM2.5
86,昆山市,2015-06-15 00:00,65,良,PM10
87,吴江市,2015-06-15 00:00,60,良,PM10,PM2.5
88,太仓市,2015-06-15 00:00,200,中度污染,PM2.5
89,南通市,2015-06-15 00:00,155,中度污染,PM2.5
90,海门市,2015-06-15 00:00,147,轻度污染,PM2.5
91,连云港市,2015-06-15 00:00,85,良,PM2.5
92,淮安市,2015-06-15 00:00,77,良,PM10
93,盐城市,2015-06-15 00:00,104,轻度污染,PM2.5
94,扬州市,2015-06-15 00:00,90,良,PM10
95,镇江市,2015-06-15 00:00,107,轻度污染,PM2.5
96,句容市,2015-06-15 00:00,74,良,PM2.5
97,泰州市,2015-06-15 00:00,104,轻度污染,PM2.5
98,宿迁市,2015-06-15 00:00,81,良,PM10
99,杭州市,2015-06-15 00:00,25,优,None
100,富阳市,2015-06-15 00:00,38,优,None
101,临安市,2015-06-15 00:00,40,优,None
102,宁波市,2015-06-15 00:00,41,优,None
103,温州市,2015-06-15 00:00,57,良,PM10,PM2.5
104,嘉兴市,2015-06-15 00:00,48,优,None
105,湖州市,2015-06-15 00:00,59,良,PM10
106,诸暨市,2015-06-15 00:00,None,None,None
107,金华市,2015-06-15 00:00,64,良,PM2.5
108,义乌市,2015-06-15 00:00,64,良,PM2.5
109,衢州市,2015-06-15 00:00,32,优,None
110,舟山市,2015-06-15 00:00,32,优,None
111,台州市,2015-06-15 00:00,45,优,None
112,丽水市,2015-06-15 00:00,40,优,None
113,绍兴市,2015-06-15 00:00,40,优,None
114,合肥市,2015-06-15 00:00,99,良,PM10
115,芜湖市,2015-06-15 00:00,83,良,PM10
116,蚌埠市,2015-06-15 00:00,82,良,PM2.5
117,淮南市,2015-06-15 00:00,107,轻度污染,PM2.5
118,马鞍山市,2015-06-15 00:00,112,轻度污染,PM10
119,淮北市,2015-06-15 00:00,107,轻度污染,PM2.5
120,铜陵市,2015-06-15 00:00,80,良,PM10
121,安庆市,2015-06-15 00:00,40,优,None
122,黄山市,2015-06-15 00:00,24,优,None
123,滁州市,2015-06-15 00:00,98,良,PM2.5
124,阜阳市,2015-06-15 00:00,85,良,PM2.5
125,宿州市,2015-06-15 00:00,261,重度污染,PM2.5
126,六安市,2015-06-15 00:00,92,良,PM2.5
127,亳州市,2015-06-15 00:00,68,良,O3
128,池州市,2015-06-15 00:00,67,良,PM10
129,宣城市,2015-06-15 00:00,49,优,None
130,福州市,2015-06-15 00:00,49,优,None
131,厦门市,2015-06-15 00:00,37,优,None
132,莆田市,2015-06-15 00:00,28,优,None
133,三明市,2015-06-15 00:00,46,优,None
134,泉州市,2015-06-15 00:00,54,良,PM10
135,漳州市,2015-06-15 00:00,58,良,PM10
136,南平市,2015-06-15 00:00,24,优,None
137,龙岩市,2015-06-15 00:00,34,优,None
138,宁德市,2015-06-15 00:00,38,优,None
139,南昌市,2015-06-15 00:00,18,优,None
140,景德镇市,2015-06-15 00:00,28,优,None
141,萍乡市,2015-06-15 00:00,26,优,None
142,九江市,2015-06-15 00:00,26,优,None
143,新余市,2015-06-15 00:00,34,优,None
144,鹰潭市,2015-06-15 00:00,22,优,None
145,赣州市,2015-06-15 00:00,40,优,None
146,吉安市,2015-06-15 00:00,42,优,None
147,宜春市,2015-06-15 00:00,33,优,None
148,抚州市,2015-06-15 00:00,23,优,None
149,上饶市,2015-06-15 00:00,55,良,PM2.5
150,济南市,2015-06-15 00:00,107,轻度污染,PM10
151,章丘市,2015-06-15 00:00,68,良,PM10
152,青岛市,2015-06-15 00:00,73,良,PM10
153,胶州市,2015-06-15 00:00,56,良,PM10
154,即墨市,2015-06-15 00:00,66,良,PM10
155,平度市,2015-06-15 00:00,70,良,PM10
156,胶南市,2015-06-15 00:00,119,轻度污染,PM2.5
157,莱西市,2015-06-15 00:00,72,良,PM2.5
158,淄博市,2015-06-15 00:00,94,良,PM10
159,枣庄市,2015-06-15 00:00,113,轻度污染,PM10
160,东营市,2015-06-15 00:00,67,良,PM2.5
161,烟台市,2015-06-15 00:00,83,良,PM2.5
162,莱州市,2015-06-15 00:00,75,良,PM10
163,蓬莱市,2015-06-15 00:00,62,良,PM2.5
164,招远市,2015-06-15 00:00,56,良,PM10
165,潍坊市,2015-06-15 00:00,70,良,PM10
166,寿光市,2015-06-15 00:00,74,良,PM10
167,济宁市,2015-06-15 00:00,80,良,PM2.5
168,泰安市,2015-06-15 00:00,75,良,PM2.5
169,威海市,2015-06-15 00:00,88,良,PM2.5
170,文登市,2015-06-15 00:00,84,良,PM2.5
171,荣成市,2015-06-15 00:00,95,良,PM2.5
172,乳山市,2015-06-15 00:00,92,良,PM10
173,日照市,2015-06-15 00:00,77,良,PM2.5
174,莱芜市,2015-06-15 00:00,79,良,PM10
175,临沂市,2015-06-15 00:00,71,良,PM10
176,德州市,2015-06-15 00:00,97,良,PM10
177,聊城市,2015-06-15 00:00,113,轻度污染,PM2.5
178,滨州市,2015-06-15 00:00,73,良,PM2.5
179,菏泽市,2015-06-15 00:00,110,轻度污染,PM10
180,郑州市,2015-06-15 00:00,132,轻度污染,PM10
181,开封市,2015-06-15 00:00,59,良,PM10,PM2.5
182,洛阳市,2015-06-15 00:00,77,良,PM10
183,平顶山市,2015-06-15 00:00,107,轻度污染,PM2.5
184,安阳市,2015-06-15 00:00,81,良,PM10
185,鹤壁市,2015-06-15 00:00,72,良,PM10
186,新乡市,2015-06-15 00:00,124,轻度污染,PM2.5
187,焦作市,2015-06-15 00:00,105,轻度污染,PM2.5
188,濮阳市,2015-06-15 00:00,155,中度污染,PM2.5
189,许昌市,2015-06-15 00:00,85,良,PM10
190,漯河市,2015-06-15 00:00,110,轻度污染,PM10
191,三门峡市,2015-06-15 00:00,103,轻度污染,PM2.5
192,南阳市,2015-06-15 00:00,84,良,PM10
193,商丘市,2015-06-15 00:00,102,轻度污染,PM10
194,信阳市,2015-06-15 00:00,67,良,PM2.5
195,周口市,2015-06-15 00:00,85,良,PM10
196,驻马店市,2015-06-15 00:00,100,良,PM10
197,武汉市,2015-06-15 00:00,36,优,None
198,黄石市,2015-06-15 00:00,38,优,None
199,十堰市,2015-06-15 00:00,105,轻度污染,PM2.5
200,宜昌市,2015-06-15 00:00,53,良,PM10
201,襄阳市,2015-06-15 00:00,64,良,PM10
202,鄂州市,2015-06-15 00:00,39,优,None
203,荆门市,2015-06-15 00:00,58,良,PM10
204,孝感市,2015-06-15 00:00,87,良,PM2.5
205,荆州市,2015-06-15 00:00,51,良,PM10
206,黄冈市,2015-06-15 00:00,44,优,None
207,咸宁市,2015-06-15 00:00,58,良,PM10
208,随州市,2015-06-15 00:00,69,良,PM2.5
209,恩施州,2015-06-15 00:00,46,优,None
210,长沙市,2015-06-15 00:00,22,优,None
211,株洲市,2015-06-15 00:00,15,优,None
212,湘潭市,2015-06-15 00:00,20,优,None
213,衡阳市,2015-06-15 00:00,43,优,None
214,邵阳市,2015-06-15 00:00,21,优,None
215,岳阳市,2015-06-15 00:00,20,优,None
216,常德市,2015-06-15 00:00,53,良,PM10
217,张家界市,2015-06-15 00:00,50,优,None
218,益阳市,2015-06-15 00:00,63,良,PM10
219,郴州市,2015-06-15 00:00,39,优,None
220,永州市,2015-06-15 00:00,39,优,None
221,怀化市,2015-06-15 00:00,61,良,PM10
222,娄底市,2015-06-15 00:00,48,优,None
223,湘西州,2015-06-15 00:00,30,优,None
224,广州市,2015-06-15 00:00,27,优,None
225,韶关市,2015-06-15 00:00,40,优,None
226,深圳市,2015-06-15 00:00,24,优,None
227,珠海市,2015-06-15 00:00,26,优,None
228,汕头市,2015-06-15 00:00,30,优,None
