序号,城市,时间,AQI指数,空气质量级别,首要污染物
1,北京市,2015-08-30 00:00,54,良,PM10
2,天津市,2015-08-30 00:00,24,优,None
3,石家庄市,2015-08-30 00:00,55,良,PM10
4,唐山市,2015-08-30 00:00,41,优,None
5,秦皇岛市,2015-08-30 00:00,24,优,None
6,邯郸市,2015-08-30 00:00,67,良,PM10,PM2.5
7,邢台市,2015-08-30 00:00,58,良,PM10
8,保定市,2015-08-30 00:00,58,良,PM10
9,承德市,2015-08-30 00:00,34,优,None
10,沧州市,2015-08-30 00:00,57,良,PM2.5
11,廊坊市,2015-08-30 00:00,55,良,PM10
12,衡水市,2015-08-30 00:00,59,良,PM2.5
13,张家口市,2015-08-30 00:00,52,良,PM2.5
14,太原市,2015-08-30 00:00,84,良,PM10
15,大同市,2015-08-30 00:00,52,良,PM10
16,阳泉市,2015-08-30 00:00,70,良,PM2.5
17,长治市,2015-08-30 00:00,59,良,PM10,PM2.5
18,晋城市,2015-08-30 00:00,67,良,PM10
19,朔州市,2015-08-30 00:00,55,良,PM10
20,晋中市,2015-08-30 00:00,74,良,PM10
21,运城市,2015-08-30 00:00,123,轻度污染,PM2.5
22,忻州市,2015-08-30 00:00,60,良,PM2.5
23,临汾市,2015-08-30 00:00,54,良,PM2.5
24,吕梁市,2015-08-30 00:00,53,良,PM10
25,呼和浩特市,2015-08-30 00:00,57,良,PM10
26,包头市,2015-08-30 00:00,74,良,PM10
27,乌海市,2015-08-30 00:00,53,良,PM10
28,赤峰市,2015-08-30 00:00,48,优,None
29,通辽市,2015-08-30 00:00,56,良,PM10
30,鄂尔多斯市,2015-08-30 00:00,38,优,None
31,呼伦贝尔市,2015-08-30 00:00,55,良,PM10
32,巴彦淖尔市,2015-08-30 00:00,56,良,PM10
33,乌兰察布市,2015-08-30 00:00,46,优,None
34,兴安盟,2015-08-30 00:00,37,优,None
35,锡林郭勒盟,2015-08-30 00:00,29,优,None
36,阿拉善盟,2015-08-30 00:00,58,良,PM10
37,沈阳市,2015-08-30 00:00,52,良,PM10
38,大连市,2015-08-30 00:00,40,优,None
39,瓦房店市,2015-08-30 00:00,38,优,None
40,鞍山市,2015-08-30 00:00,60,良,PM10
41,抚顺市,2015-08-30 00:00,33,优,None
42,本溪市,2015-08-30 00:00,56,良,PM10
43,丹东市,2015-08-30 00:00,42,优,None
44,锦州市,2015-08-30 00:00,40,优,None
45,营口市,2015-08-30 00:00,24,优,None
46,阜新市,2015-08-30 00:00,31,优,None
47,辽阳市,2015-08-30 00:00,67,良,PM10
48,盘锦市,2015-08-30 00:00,42,优,None
49,铁岭市,2015-08-30 00:00,35,优,None
50,朝阳市,2015-08-30 00:00,42,优,None
51,葫芦岛市,2015-08-30 00:00,43,优,None
52,长春市,2015-08-30 00:00,46,优,None
53,吉林市,2015-08-30 00:00,35,优,None
54,四平市,2015-08-30 00:00,42,优,None
55,辽源市,2015-08-30 00:00,29,优,None
56,通化市,2015-08-30 00:00,51,良,PM10
57,白山市,2015-08-30 00:00,36,优,None
58,松原市,2015-08-30 00:00,18,优,None
59,白城市,2015-08-30 00:00,52,良,PM2.5
60,延边州,2015-08-30 00:00,32,优,None
61,哈尔滨市,2015-08-30 00:00,38,优,None
62,齐齐哈尔市,2015-08-30 00:00,25,优,None
63,鸡西市,2015-08-30 00:00,18,优,None
64,鹤岗市,2015-08-30 00:00,28,优,None
65,双鸭山市,2015-08-30 00:00,30,优,None
66,大庆市,2015-08-30 00:00,30,优,None
67,伊春市,2015-08-30 00:00,35,优,None
68,佳木斯市,2015-08-30 00:00,8,优,None
69,七台河市,2015-08-30 00:00,36,优,None
70,牡丹江市,2015-08-30 00:00,57,良,PM10,PM2.5
71,黑河市,2015-08-30 00:00,24,优,None
72,绥化市,2015-08-30 00:00,26,优,None
